Date,Open,High,Low,Close,Volume
3/7/2018 17:26:00,2.88,2.88,2.76,2.77,483091
4/7/2018 17:26:00,2.76,2.76,2.66,2.7,722698
5/7/2018 17:26:00,2.72,2.77,2.62,2.64,575671
6/7/2018 17:26:00,2.61,2.69,2.47,2.5,1404497
9/7/2018 17:26:00,2.55,2.72,2.55,2.62,823927
10/7/2018 17:26:00,2.63,2.65,2.58,2.62,232053
11/7/2018 17:26:00,2.62,2.62,2.55,2.57,227638
12/7/2018 17:26:00,2.57,2.6,2.54,2.56,170834
13/7/2018 17:26:00,2.58,2.58,2.49,2.51,167731
16/7/2018 17:26:00,2.48,2.61,2.42,2.5,262584
17/7/2018 17:26:00,2.47,2.63,2.45,2.57,399493
18/7/2018 17:26:00,2.56,2.61,2.55,2.57,290706
19/7/2018 17:26:00,2.56,2.61,2.53,2.58,498170
20/7/2018 17:26:00,2.58,2.58,2.51,2.57,280890
23/7/2018 17:26:00,2.57,2.57,2.47,2.5,162799
24/7/2018 17:26:00,2.51,2.55,2.47,2.49,181247
25/7/2018 17:26:00,2.47,2.49,2.34,2.45,520859
26/7/2018 17:26:00,2.45,2.59,2.4,2.57,478749
27/7/2018 17:26:00,2.54,2.64,2.51,2.6,303039
30/7/2018 17:26:00,2.6,2.65,2.53,2.53,127972
31/7/2018 17:26:00,2.53,2.54,2.49,2.5,89584
1/8/2018 17:26:00,2.54,2.55,2.5,2.53,89906
2/8/2018 17:26:00,2.54,2.54,2.44,2.51,273093
3/8/2018 17:26:00,2.53,2.61,2.47,2.59,213940
6/8/2018 17:26:00,2.62,2.62,2.53,2.59,118719
7/8/2018 17:26:00,2.57,2.59,2.53,2.56,138847
8/8/2018 17:26:00,2.57,2.62,2.55,2.55,180245
9/8/2018 17:26:00,2.58,2.58,2.51,2.53,101569
10/8/2018 17:26:00,2.51,2.56,2.44,2.47,162889
13/8/2018 17:26:00,2.44,2.54,2.4,2.48,138726
14/8/2018 17:26:00,2.51,2.51,2.46,2.46,35488
16/8/2018 17:26:00,2.44,2.49,2.42,2.44,68776
17/8/2018 17:26:00,2.43,2.47,2.38,2.43,136415
20/8/2018 17:26:00,2.4,2.44,2.36,2.38,186248
21/8/2018 17:26:00,2.36,2.46,2.34,2.4,168501
22/8/2018 17:26:00,2.44,2.51,2.42,2.48,104679
23/8/2018 17:26:00,2.5,2.5,2.42,2.44,77721
24/8/2018 17:26:00,2.47,2.47,2.42,2.46,100229
27/8/2018 17:26:00,2.49,2.51,2.46,2.49,106931
28/8/2018 17:26:00,2.5,2.5,2.42,2.49,103485
29/8/2018 17:26:00,2.48,2.49,2.44,2.48,68361
30/8/2018 17:26:00,2.49,2.49,2.4,2.42,127066
31/8/2018 17:26:00,2.42,2.42,2.37,2.38,70522
3/9/2018 17:26:00,2.38,2.45,2.38,2.45,150387
4/9/2018 17:26:00,2.45,2.46,2.4,2.42,149949
5/9/2018 17:26:00,2.42,2.46,2.42,2.42,131910
6/9/2018 17:26:00,2.42,2.67,2.41,2.67,402692
7/9/2018 17:26:00,2.69,2.91,2.69,2.79,1270129
10/9/2018 17:26:00,2.88,3.03,2.88,3,2155103
11/9/2018 17:26:00,3.02,3.07,2.88,2.97,1085578
12/9/2018 17:26:00,2.96,2.96,2.89,2.92,367145
13/9/2018 17:26:00,2.95,3.25,2.91,3.25,2558003
14/9/2018 17:26:00,3.26,3.32,3.04,3.09,1870701
17/9/2018 17:26:00,3.07,3.31,3.07,3.31,1563910
18/9/2018 17:26:00,3.31,3.5,3.23,3.45,1767025
19/9/2018 17:26:00,3.48,3.62,3.38,3.47,1416378
20/9/2018 17:26:00,3.5,3.67,3.47,3.63,1301828
21/9/2018 17:26:00,3.66,3.75,3.55,3.58,985974
24/9/2018 17:26:00,3.56,3.71,3.43,3.63,1703361
25/9/2018 17:26:00,3.7,3.86,3.65,3.81,2037950
26/9/2018 17:26:00,3.85,3.91,3.75,3.78,1687296
27/9/2018 17:26:00,3.76,3.85,3.63,3.77,1123713
28/9/2018 17:26:00,3.7,3.86,3.6,3.8,1364291
1/10/2018 17:26:00,3.83,4.05,3.76,3.88,1701838
2/10/2018 17:26:00,3.86,3.97,3.79,3.89,885794
3/10/2018 17:26:00,3.92,4.09,3.9,4.01,1507181
4/10/2018 17:26:00,4.03,4.07,3.64,3.67,1593625
5/10/2018 17:26:00,3.66,3.86,3.47,3.79,2224872
8/10/2018 17:26:00,3.75,3.78,3.53,3.68,773251
9/10/2018 17:26:00,3.69,3.77,3.56,3.68,873341
10/10/2018 17:26:00,3.66,3.7,3.42,3.42,836757
11/10/2018 17:26:00,3.32,3.4,3.17,3.26,1382857
12/10/2018 17:26:00,3.32,3.41,3.3,3.3,259353
15/10/2018 17:26:00,3.34,3.35,3.2,3.22,522907
16/10/2018 17:26:00,3.22,3.5,3.19,3.48,706016
17/10/2018 17:26:00,3.56,3.63,3.34,3.4,920743
18/10/2018 17:26:00,3.42,3.5,3.25,3.27,456329
19/10/2018 17:26:00,3.29,3.47,3.22,3.43,780553
22/10/2018 17:26:00,3.52,3.57,3.34,3.4,668910
23/10/2018 17:26:00,3.36,3.38,3.25,3.27,347134
24/10/2018 17:26:00,3.31,3.37,3.2,3.22,390516
25/10/2018 17:26:00,3.16,3.31,3.08,3.24,608863
26/10/2018 17:26:00,3.23,3.26,3.07,3.18,959510
29/10/2018 17:26:00,3.23,3.6,3.23,3.42,795532
30/10/2018 17:26:00,3.4,3.53,3.35,3.5,831186
31/10/2018 17:26:00,3.65,3.85,3.57,3.77,1548311
1/11/2018 17:26:00,3.79,3.94,3.75,3.93,1047210
2/11/2018 17:26:00,3.95,4.08,3.81,3.85,1093046
5/11/2018 17:26:00,3.85,3.96,3.81,3.85,403609
6/11/2018 17:26:00,3.91,3.98,3.82,3.9,664271
7/11/2018 17:26:00,3.92,4.35,3.89,4.35,1737928
8/11/2018 17:26:00,4.4,4.51,4.18,4.22,1736392
9/11/2018 17:26:00,4.17,4.41,4.16,4.33,1200284
12/11/2018 17:26:00,4.37,4.4,3.97,4.05,1481851
13/11/2018 17:26:00,4,4.12,3.88,3.99,744699
14/11/2018 17:26:00,4.07,4.17,3.67,3.96,1745568
15/11/2018 17:26:00,4.05,4.14,3.65,3.7,1584605
16/11/2018 17:26:00,3.6,3.75,3.43,3.7,2343128
19/11/2018 17:26:00,3.7,3.75,3.49,3.5,1017973
20/11/2018 17:26:00,3.5,3.52,3.29,3.36,1011655
21/11/2018 17:26:00,3.4,3.46,3.32,3.38,686279
22/11/2018 17:26:00,3.38,3.42,3.27,3.36,375986
23/11/2018 17:26:00,3.4,3.53,3.34,3.4,970115
26/11/2018 17:26:00,3.45,3.55,3.39,3.54,495998
27/11/2018 17:26:00,3.56,3.58,3.46,3.49,324717
28/11/2018 17:26:00,3.55,3.58,3.46,3.5,303104
29/11/2018 17:26:00,3.52,3.56,3.47,3.52,275852
30/11/2018 17:26:00,3.51,3.63,3.46,3.6,356205
3/12/2018 17:26:00,3.68,3.74,3.64,3.67,392508
4/12/2018 17:26:00,3.71,3.71,3.55,3.55,308410
5/12/2018 17:26:00,3.51,3.56,3.41,3.46,179560
6/12/2018 17:26:00,3.4,3.41,3.27,3.39,396117
7/12/2018 17:26:00,3.44,3.5,3.36,3.36,373465
10/12/2018 17:26:00,3.32,3.34,3.22,3.23,199887
11/12/2018 17:26:00,3.26,3.28,3.11,3.11,564275
12/12/2018 17:26:00,3.1,3.19,3.06,3.13,392177
13/12/2018 17:26:00,3.17,3.21,2.94,3.14,564784
14/12/2018 17:26:00,3.15,3.49,3.1,3.49,827064
17/12/2018 17:26:00,3.53,3.53,3.27,3.47,965550
18/12/2018 17:26:00,3.42,3.63,3.38,3.6,613194
19/12/2018 17:26:00,3.56,3.68,3.53,3.59,400391
20/12/2018 17:26:00,3.48,3.65,3.43,3.48,388815
21/12/2018 17:26:00,3.44,3.51,3.36,3.37,331795
27/12/2018 17:26:00,3.35,3.44,3.1,3.2,705011
28/12/2018 17:26:00,3.24,3.36,3.22,3.25,264523
2/1/2019 17:26:00,3.24,3.37,3.17,3.34,361017
3/1/2019 17:26:00,3.3,3.57,3.29,3.5,420729
4/1/2019 17:26:00,3.58,3.64,3.54,3.63,385854
7/1/2019 17:26:00,3.65,3.96,3.65,3.87,813308
8/1/2019 17:26:00,3.9,4.04,3.79,3.86,1323296
9/1/2019 17:26:00,3.92,3.99,3.81,3.82,589625
10/1/2019 17:26:00,3.87,3.88,3.69,3.74,439885
11/1/2019 17:26:00,3.79,3.83,3.69,3.76,226257
14/1/2019 17:26:00,3.79,3.79,3.61,3.64,371814
15/1/2019 17:26:00,3.64,3.7,3.52,3.56,453130
16/1/2019 17:26:00,3.59,3.77,3.52,3.74,612221
17/1/2019 17:26:00,3.75,3.8,3.64,3.65,561646
18/1/2019 17:26:00,3.69,3.73,3.57,3.6,325176
21/1/2019 17:26:00,3.6,3.67,3.57,3.65,148597
22/1/2019 17:26:00,3.6,3.7,3.59,3.62,302904
23/1/2019 17:26:00,3.57,3.7,3.56,3.63,217335
24/1/2019 17:26:00,3.61,3.8,3.6,3.71,509934
25/1/2019 17:26:00,3.75,3.81,3.72,3.73,264345
28/1/2019 17:26:00,3.73,3.8,3.65,3.71,314806
29/1/2019 17:26:00,3.67,3.73,3.6,3.65,211514
30/1/2019 17:26:00,3.63,3.69,3.56,3.61,278155
31/1/2019 17:26:00,3.62,3.63,3.39,3.54,990972
1/2/2019 17:26:00,3.55,3.59,3.45,3.48,451715
4/2/2019 17:26:00,3.45,3.51,3.33,3.36,492825
5/2/2019 17:26:00,3.35,3.42,3.32,3.36,217572
6/2/2019 17:26:00,3.32,3.39,3.32,3.36,180325
7/2/2019 17:26:00,3.36,3.46,3.32,3.32,459109
8/2/2019 17:26:00,3.37,3.38,3.26,3.37,386846
11/2/2019 17:26:00,3.38,3.49,3.33,3.38,306193
12/2/2019 17:26:00,3.38,3.57,3.38,3.53,493115
13/2/2019 17:26:00,3.56,3.63,3.48,3.59,504641
14/2/2019 17:26:00,3.61,3.72,3.61,3.69,550514
15/2/2019 17:26:00,3.65,3.73,3.62,3.65,297233
18/2/2019 17:26:00,3.66,3.73,3.65,3.68,213085
19/2/2019 17:26:00,3.66,3.71,3.65,3.66,166424
20/2/2019 17:26:00,3.67,3.9,3.64,3.84,760704
21/2/2019 17:26:00,3.85,3.87,3.75,3.82,350521
22/2/2019 17:26:00,3.78,3.85,3.78,3.81,185052
25/2/2019 17:26:00,3.83,4.06,3.79,3.97,1284292
26/2/2019 17:26:00,3.96,4,3.91,3.97,306436
27/2/2019 17:26:00,3.95,4,3.85,3.87,351466
28/2/2019 17:26:00,3.86,3.89,3.77,3.77,275125
1/3/2019 17:26:00,3.8,3.83,3.7,3.72,283769
4/3/2019 17:26:00,3.73,3.85,3.67,3.8,392694
5/3/2019 17:26:00,3.84,3.84,3.7,3.73,183431
6/3/2019 17:26:00,3.73,3.76,3.69,3.7,159786
7/3/2019 17:26:00,3.69,3.71,3.63,3.63,190642
8/3/2019 17:26:00,3.65,3.7,3.6,3.69,212495
11/3/2019 17:26:00,3.72,3.81,3.7,3.78,233181
12/3/2019 17:26:00,3.8,3.82,3.7,3.72,199538
13/3/2019 17:26:00,3.69,3.72,3.66,3.72,155558
14/3/2019 17:26:00,3.69,3.92,3.67,3.88,749985
15/3/2019 17:26:00,3.87,3.9,3.76,3.8,586916
18/3/2019 17:26:00,4.03,4.14,3.9,3.94,1732588
19/3/2019 17:26:00,3.91,4,3.83,3.95,707663
20/3/2019 17:26:00,3.91,4.18,3.91,4.11,1382022
21/3/2019 17:26:00,4.17,4.28,4.13,4.18,1661919
22/3/2019 17:26:00,4.24,4.27,4.07,4.18,741583
25/3/2019 17:26:00,4.22,4.22,4.04,4.1,533264
26/3/2019 17:26:00,4.16,4.24,4.11,4.19,304819
27/3/2019 17:26:00,4.21,4.3,4.14,4.14,555383
28/3/2019 17:26:00,4.13,4.23,4.13,4.22,350957
29/3/2019 17:26:00,4.23,4.29,4.19,4.21,466685
1/4/2019 17:26:00,4.22,4.28,4.13,4.16,275070
2/4/2019 17:26:00,4.2,4.22,4.06,4.11,315421
3/4/2019 17:26:00,4.14,4.14,4.03,4.06,440690
4/4/2019 17:26:00,4.02,4.04,3.94,3.96,540024
5/4/2019 17:26:00,3.98,4,3.88,3.91,437229
8/4/2019 17:26:00,3.91,4.14,3.84,4.14,846547
9/4/2019 17:26:00,4.15,4.15,3.98,4.03,560791
10/4/2019 17:26:00,4.04,4.12,3.96,4.1,398616
11/4/2019 17:26:00,4.1,4.12,4,4.09,213785
12/4/2019 17:26:00,4.04,4.12,4.03,4.07,243663
15/4/2019 17:26:00,4.11,4.18,4.05,4.1,341090
16/4/2019 17:26:00,4.07,4.08,3.94,3.99,405527
17/4/2019 17:26:00,3.98,3.99,3.85,3.87,389635
18/4/2019 17:26:00,3.89,3.91,3.84,3.86,217233
23/4/2019 17:26:00,3.9,3.9,3.77,3.8,245950
24/4/2019 17:26:00,3.82,3.85,3.77,3.79,181158
25/4/2019 17:26:00,3.82,3.84,3.77,3.83,178075
26/4/2019 17:26:00,3.85,3.85,3.79,3.82,120689
29/4/2019 17:26:00,3.82,3.89,3.8,3.85,181812
30/4/2019 17:26:00,3.85,3.89,3.8,3.8,188005
2/5/2019 17:26:00,3.83,3.83,3.69,3.7,342017
3/5/2019 17:26:00,3.69,3.78,3.69,3.77,198782
6/5/2019 17:26:00,3.68,3.72,3.66,3.68,200005
7/5/2019 17:26:00,3.67,3.73,3.64,3.68,159292
8/5/2019 17:26:00,3.67,3.7,3.6,3.66,167984
9/5/2019 17:26:00,3.65,3.68,3.55,3.58,242702
10/5/2019 17:26:00,3.6,3.7,3.57,3.66,210885
13/5/2019 17:26:00,3.63,3.66,3.5,3.54,317397
14/5/2019 17:26:00,3.58,3.71,3.5,3.71,235220
15/5/2019 17:26:00,3.97,4.06,3.82,3.85,1333977
16/5/2019 17:26:00,3.85,3.93,3.73,3.92,479918
17/5/2019 17:26:00,3.94,4.03,3.85,4.01,517863
20/5/2019 17:26:00,3.98,4.14,3.95,4.06,643557
21/5/2019 17:26:00,4.03,4.09,3.99,4.05,381439
22/5/2019 17:26:00,4.01,4.11,4.01,4.1,428260
23/5/2019 17:26:00,4.06,4.06,3.98,4,254291
24/5/2019 17:26:00,4.03,4.03,3.96,3.97,288940
27/5/2019 17:26:00,3.97,4.05,3.92,3.95,161142
28/5/2019 17:26:00,3.91,3.93,3.86,3.87,156453
29/5/2019 17:26:00,3.84,3.84,3.73,3.76,352226
30/5/2019 17:26:00,3.78,3.83,3.72,3.77,230888
31/5/2019 17:26:00,3.77,3.85,3.69,3.83,213647
3/6/2019 17:26:00,3.84,3.84,3.69,3.81,250263
4/6/2019 17:26:00,3.83,3.84,3.75,3.82,158734
5/6/2019 17:26:00,3.83,3.88,3.78,3.87,184481
6/6/2019 17:26:00,3.9,3.97,3.84,3.9,145491
7/6/2019 17:26:00,3.89,3.95,3.87,3.91,143242
10/6/2019 17:26:00,3.97,3.97,3.88,3.92,99174
11/6/2019 17:26:00,3.92,3.99,3.88,3.95,178087
12/6/2019 17:26:00,3.9,3.98,3.88,3.97,225609
13/6/2019 17:26:00,3.9,4.01,3.9,3.98,176629
14/6/2019 17:26:00,3.96,3.99,3.94,3.98,126852
17/6/2019 17:26:00,3.98,4.09,3.98,4.03,310263
18/6/2019 17:26:00,4.03,4.2,4,4.16,760284
19/6/2019 17:26:00,4.17,4.22,4.08,4.09,416121
20/6/2019 17:26:00,4.1,4.18,4.1,4.14,238775
21/6/2019 17:26:00,4.18,4.19,4.07,4.17,464774
24/6/2019 17:26:00,4.18,4.6,4.18,4.59,1381917
25/6/2019 17:26:00,4.59,4.87,4.59,4.68,2014649
26/6/2019 17:26:00,4.69,4.8,4.56,4.74,633995
27/6/2019 17:26:00,4.8,5.12,4.79,5.03,1841142
28/6/2019 17:26:00,5.03,5.1,4.8,4.86,1009781
1/7/2019 17:26:00,4.94,5.07,4.78,4.8,778679
2/7/2019 17:26:00,4.86,5.28,4.79,5.21,1331491
3/7/2019 17:26:00,5.23,5.25,5.06,5.1,880518
4/7/2019 17:26:00,5.16,5.41,5.05,5.24,1204288
5/7/2019 17:26:00,5.26,5.34,5.13,5.15,402396
8/7/2019 17:26:00,5.11,5.25,5.05,5.19,318645
9/7/2019 17:26:00,5.17,5.26,5.1,5.16,761946
10/7/2019 17:26:00,5.23,5.33,5.12,5.29,524574
11/7/2019 17:26:00,5.34,5.41,5.27,5.32,505625
12/7/2019 17:26:00,5.37,5.55,5.31,5.37,1316061
15/7/2019 17:26:00,5.39,5.47,5.33,5.37,347547
16/7/2019 17:26:00,5.37,5.45,5.35,5.39,280870
17/7/2019 17:26:00,5.43,5.43,5.23,5.24,328690
18/7/2019 17:26:00,5.2,5.38,5.02,5.25,566728
19/7/2019 17:26:00,5.25,5.32,5.12,5.22,270935
22/7/2019 17:26:00,5.17,5.23,5.12,5.16,132631
23/7/2019 17:26:00,5.16,5.22,5.08,5.19,208270
24/7/2019 17:26:00,5.19,5.22,5.08,5.09,283520
25/7/2019 17:26:00,5.07,5.13,4.85,4.97,557208
26/7/2019 17:26:00,4.99,5.02,4.91,5.02,188781
29/7/2019 17:26:00,5.03,5.04,4.87,4.89,171331
30/7/2019 17:26:00,4.93,4.93,4.68,4.77,458651
31/7/2019 17:26:00,4.72,4.95,4.71,4.91,259608
1/8/2019 17:26:00,4.89,4.93,4.82,4.93,160089
2/8/2019 17:26:00,4.92,4.92,4.67,4.68,468469
5/8/2019 17:26:00,4.7,5.05,4.58,4.88,4756581
6/8/2019 17:26:00,4.97,5,4.76,4.79,468222
7/8/2019 17:26:00,4.85,4.88,4.71,4.76,200761
8/8/2019 17:26:00,4.83,5.02,4.76,4.98,292676
9/8/2019 17:26:00,4.97,4.97,4.82,4.86,362984
12/8/2019 17:26:00,4.92,4.94,4.72,4.8,425974
13/8/2019 17:26:00,4.8,5,4.75,4.94,269402
14/8/2019 17:26:00,4.97,5.03,4.79,4.84,337643
16/8/2019 17:26:00,4.89,5.03,4.88,5.01,204047
19/8/2019 17:26:00,5.02,5.15,4.95,5.08,361298
20/8/2019 17:26:00,5.14,5.23,5.06,5.11,341589
21/8/2019 17:26:00,5.14,5.22,5.14,5.22,202643
22/8/2019 17:26:00,5.25,5.57,5.25,5.43,1199585
23/8/2019 17:26:00,5.49,5.53,5.13,5.13,1130511
26/8/2019 17:26:00,5.11,5.28,5.04,5.17,811000
27/8/2019 17:26:00,5.23,5.32,5.13,5.29,550394
28/8/2019 17:26:00,5.29,5.29,5.15,5.2,738954
29/8/2019 17:26:00,5.24,5.4,5.22,5.32,896473
30/8/2019 17:26:00,5.31,5.37,5.18,5.22,264532
2/9/2019 17:26:00,5.26,5.29,5.23,5.24,158981
3/9/2019 17:26:00,5.27,5.45,5.2,5.37,1066886
4/9/2019 17:26:00,5.44,5.55,5.42,5.51,856049
5/9/2019 17:26:00,5.54,5.71,5.42,5.55,1404700
6/9/2019 17:26:00,5.75,6.07,5.64,5.9,2190967
9/9/2019 17:26:00,5.94,5.98,5.8,5.9,811334
10/9/2019 17:26:00,5.9,5.98,5.83,5.97,670870
11/9/2019 17:26:00,5.99,6.33,5.95,6.27,1799520
12/9/2019 17:26:00,6.36,6.88,6.31,6.74,3399653
13/9/2019 17:26:00,6.67,6.93,6.62,6.74,1590119
16/9/2019 17:26:00,6.7,7.34,6.7,7.32,2060989
17/9/2019 17:26:00,7.36,7.42,6.96,7.12,1689378
18/9/2019 17:26:00,7.17,7.55,7.12,7.48,1484862
19/9/2019 17:26:00,7.42,7.69,7.3,7.51,1416359
20/9/2019 17:26:00,7.51,7.52,7.22,7.4,718091
23/9/2019 17:26:00,7.44,7.53,7.22,7.47,691730
24/9/2019 17:26:00,7.47,7.51,7.1,7.2,719287
25/9/2019 17:26:00,7.17,7.26,6.93,7.26,824602
26/9/2019 17:26:00,7.32,7.34,7.05,7.08,565959
27/9/2019 17:26:00,7.12,7.31,6.96,7.25,549407
30/9/2019 17:26:00,7.18,7.3,7.06,7.22,335043
1/10/2019 17:26:00,7.22,7.45,7.21,7.38,690540
2/10/2019 17:26:00,7.32,7.38,7.05,7.12,406480
3/10/2019 17:26:00,7.11,7.26,7.07,7.16,565318
4/10/2019 17:26:00,7.15,7.27,7.11,7.25,572208
7/10/2019 17:26:00,7.2,7.4,7.2,7.32,298103
8/10/2019 17:26:00,7.34,7.41,7.11,7.28,1034650
9/10/2019 17:26:00,7.22,7.79,7.15,7.66,1262648
10/10/2019 17:26:00,7.74,7.84,7.53,7.68,1012675
11/10/2019 17:26:00,7.73,7.77,7.53,7.58,401181
14/10/2019 17:26:00,7.6,8.07,7.45,7.93,1343072
15/10/2019 17:26:00,7.99,8.05,7.79,7.9,774490
16/10/2019 17:26:00,7.96,8.3,7.86,8.03,1490618
17/10/2019 17:26:00,8.07,8.2,7.97,8.08,551377
18/10/2019 17:26:00,8.1,8.13,7.91,7.93,730133
21/10/2019 17:26:00,7.93,8.23,7.88,8.22,646092
22/10/2019 17:26:00,8.31,8.8,8.28,8.8,1634099
23/10/2019 17:26:00,8.73,8.92,8.55,8.66,1312097
24/10/2019 17:26:00,8.69,8.7,8.36,8.67,1228919
25/10/2019 17:26:00,8.7,8.95,8.66,8.92,1085161
28/10/2019 17:26:00,8.98,9.15,8.93,8.94,1132661
29/10/2019 17:26:00,8.99,9,8.58,8.81,1504685
30/10/2019 17:26:00,8.85,8.85,8.39,8.45,757118
31/10/2019 17:26:00,8.45,8.84,8.27,8.78,1158249
1/11/2019 17:26:00,8.85,8.87,8.58,8.69,534346
4/11/2019 17:26:00,8.77,9.1,8.65,9.08,1285586
5/11/2019 17:26:00,9.17,9.31,8.91,9.19,1158603
6/11/2019 17:26:00,9.13,9.18,8.98,9,480251
7/11/2019 17:26:00,9.06,9.14,8.96,8.98,534461
8/11/2019 17:26:00,9.03,9.15,8.74,8.98,790556
11/11/2019 17:26:00,9.04,9.19,8.95,9.04,583763
12/11/2019 17:26:00,8.99,9.58,8.92,9.55,1690206
13/11/2019 17:26:00,9.55,9.68,9.35,9.6,788538
14/11/2019 17:26:00,9.02,9.38,8.57,9.25,2280058
15/11/2019 17:26:00,9.25,10.02,9.11,9.74,2300286
18/11/2019 17:26:00,9.84,10.08,9.41,9.55,1837316
19/11/2019 17:26:00,9.68,9.73,9.08,9.25,2540271
20/11/2019 17:26:00,9.22,9.33,8.48,8.58,3893146
21/11/2019 17:26:00,8.4,8.43,7.98,8.2,2245778
22/11/2019 17:26:00,8.12,8.54,8.07,8.42,1727512
25/11/2019 17:26:00,8.5,8.93,8.48,8.65,1191359
26/11/2019 17:26:00,8.73,8.77,8.45,8.47,1439744
27/11/2019 17:26:00,8.5,8.72,8.29,8.7,883843
28/11/2019 17:26:00,8.72,8.72,8.51,8.54,391210
29/11/2019 17:26:00,8.5,8.51,8.14,8.21,535754
2/12/2019 17:26:00,8.29,8.49,8.12,8.2,997569
3/12/2019 17:26:00,8.22,8.28,7.92,7.94,1012405
4/12/2019 17:26:00,7.92,8.25,7.85,8.15,748417
5/12/2019 17:26:00,8.2,8.38,8.08,8.27,587986
6/12/2019 17:26:00,8.27,8.36,8.2,8.22,287341
9/12/2019 17:26:00,8.3,8.3,8.02,8.15,446369
10/12/2019 17:26:00,8.12,8.19,7.96,8.16,565960
11/12/2019 17:26:00,8.06,8.18,8,8.04,231671
12/12/2019 17:26:00,8.06,8.16,7.96,8.14,233012
13/12/2019 17:26:00,8.18,8.32,7.85,7.92,654976
16/12/2019 17:26:00,7.92,8.18,7.92,8.16,396188
17/12/2019 17:26:00,8.18,8.24,8.07,8.11,323960
18/12/2019 17:26:00,8.15,8.2,8.08,8.13,314388
19/12/2019 17:26:00,8.17,8.32,8.1,8.19,277522
20/12/2019 17:26:00,8.17,8.7,8.17,8.46,1067719
23/12/2019 17:26:00,8.64,8.65,8.2,8.38,668460
27/12/2019 17:26:00,8.48,8.5,8.27,8.46,427309
30/12/2019 17:26:00,8.5,8.54,8.38,8.43,383350
2/1/2020 17:26:00,8.49,8.8,8.49,8.76,682005
3/1/2020 17:26:00,8.73,8.74,8.49,8.59,437952
6/1/2020 17:26:00,8.42,8.51,8.12,8.31,595243
7/1/2020 17:26:00,8.38,8.48,8.35,8.38,242836
8/1/2020 17:26:00,8.3,8.31,8.16,8.21,379718
9/1/2020 17:26:00,8.39,8.42,8.26,8.32,326136
10/1/2020 17:26:00,8.37,8.43,8.11,8.19,705086
13/1/2020 17:26:00,8.18,8.25,8.07,8.21,258485
14/1/2020 17:26:00,8.28,8.28,7.94,8.06,869262
15/1/2020 17:26:00,8.07,8.07,7.92,7.98,316183
16/1/2020 17:26:00,8,8,7.76,7.89,393168
17/1/2020 17:26:00,7.95,7.99,7.86,7.89,238495
20/1/2020 17:26:00,7.91,7.95,7.56,7.64,847730
21/1/2020 17:26:00,7.55,7.6,7.42,7.49,1124992
22/1/2020 17:26:00,7.54,8,7.48,7.71,1546592
23/1/2020 17:26:00,7.75,7.75,7.46,7.64,398745
24/1/2020 17:26:00,7.68,7.93,7.66,7.79,512789
27/1/2020 17:26:00,7.74,7.78,7.52,7.57,327255
28/1/2020 17:26:00,7.59,7.83,7.52,7.77,433349
29/1/2020 17:26:00,7.73,8.03,7.73,7.87,571468
30/1/2020 17:26:00,7.71,7.87,7.64,7.64,317480
31/1/2020 17:26:00,7.65,7.82,7.61,7.61,486226
3/2/2020 17:26:00,7.61,7.7,7.53,7.61,189402
4/2/2020 17:26:00,7.7,7.87,7.66,7.69,453802
5/2/2020 17:26:00,7.75,7.81,7.56,7.59,242188
6/2/2020 17:26:00,7.67,7.67,7.5,7.57,225473
7/2/2020 17:26:00,7.56,7.57,7.27,7.4,472042
10/2/2020 17:26:00,7.41,7.66,7.27,7.64,444839
11/2/2020 17:26:00,7.74,7.77,7.56,7.63,236752
12/2/2020 17:26:00,7.67,7.67,7.51,7.55,213063
13/2/2020 17:26:00,7.55,7.56,7.41,7.47,272557
14/2/2020 17:26:00,7.47,7.5,7.34,7.36,167747
17/2/2020 17:26:00,7.34,7.46,7.31,7.34,246531
18/2/2020 17:26:00,7.34,7.58,7.23,7.54,1046587
19/2/2020 17:26:00,7.58,8.34,7.56,8.34,1689271
20/2/2020 17:26:00,8.45,8.48,7.89,7.97,1563302
21/2/2020 17:26:00,7.9,7.92,7.41,7.57,919273
24/2/2020 17:26:00,7.07,7.3,6.77,7.2,2446338
25/2/2020 17:26:00,7.33,7.49,6.94,7.37,1743962
26/2/2020 17:26:00,7.25,7.46,7.08,7.28,879220
27/2/2020 17:26:00,7.2,7.33,6.91,6.94,881488
28/2/2020 17:26:00,6.8,6.93,6.56,6.73,702476
2/3/2020 17:26:00,6.82,6.95,6.3,6.57,951242
3/3/2020 17:26:00,6.8,7.02,6.66,6.8,1106639
4/3/2020 17:26:00,6.82,7.11,6.67,6.81,1388166
5/3/2020 17:26:00,6.85,6.93,6.45,6.57,857476
6/3/2020 17:26:00,6.35,6.47,6.15,6.22,626703
9/3/2020 17:26:00,5.51,6,5.5,5.84,855989
10/3/2020 17:26:00,5.99,6.15,5.63,5.73,671973
11/3/2020 17:26:00,5.85,5.93,5.63,5.75,1017958
12/3/2020 17:26:00,5.5,5.56,5.05,5.05,1004474
13/3/2020 17:26:00,5.45,5.88,4.97,5,1815291
16/3/2020 17:26:00,4.76,4.87,4.2,4.58,1218939
17/3/2020 17:26:00,4.8,4.96,4.31,4.41,851895
18/3/2020 17:26:00,4.35,4.64,4.25,4.27,397656
19/3/2020 17:26:00,4.37,4.51,4.16,4.2,431378
20/3/2020 17:26:00,4.36,4.42,4.09,4.35,1075546
23/3/2020 17:26:00,4.25,4.6,4.16,4.59,699358
